day,temperature,humidity,wind_speed,weather
16/03/2024,35.4,34.7,8.2,Cloudy
25/02/2024,33.8,58.1,8.5,Sunny
28/03/2024,27.0,42.5,8.9,Rainy
26/09/2023,44.5,82.5,24.9,Rainy
17/10/2023,40.5,53.2,16.7,Sunny
07/09/2023,30.3,55.8,8.2,Sunny
14/07/2023,35.9,60.2,25.6,Rainy
04/12/2023,38.8,71.2,22.7,Rainy
26/03/2024,25.2,40.5,8.7,Rainy
14/12/2023,38.8,30.0,14.3,Sunny
14/09/2023,38.1,42.4,9.0,Sunny
09/12/2023,31.0,30.2,13.9,Sunny
16/09/2023,31.5,24.7,23.9,Sunny
26/02/2024,26.0,66.2,14.0,Rainy
03/07/2023,28.1,33.8,7.1,Sunny
10/01/2024,32.2,53.8,22.6,Cloudy
28/03/2024,37.1,40.6,7.5,Rainy
09/03/2024,44.7,71.1,25.1,Sunny
15/06/2023,44.0,72.6,11.9,Rainy
02/02/2024,34.9,30.5,17.8,Sunny
27/11/2023,39.1,61.7,8.9,Sunny
06/01/2024,29.2,44.5,11.0,Rainy
30/11/2023,35.3,86.9,16.7,Sunny
03/10/2023,35.7,85.4,15.4,Rainy
17/06/2023,33.1,21.4,15.6,Rainy
25/08/2023,29.3,79.8,24.8,Rainy
27/08/2023,32.3,30.1,20.9,Sunny
08/07/2023,41.0,27.3,15.9,Sunny
18/01/2024,40.6,20.8,1.4,Cloudy
12/12/2023,41.3,86.8,12.3,Cloudy
11/09/2023,33.9,27.8,15.1,Sunny
21/06/2023,44.5,29.2,7.8,Sunny
24/10/2023,39.7,62.7,16.7,Rainy
23/11/2023,32.0,58.9,6.4,Sunny
04/01/2024,39.3,73.6,24.9,Cloudy
23/07/2023,39.9,35.4,29.1,Sunny
07/05/2024,38.3,30.4,28.7,Rainy
01/01/2024,39.6,26.6,23.3,Sunny
29/01/2024,31.2,60.3,5.5,Sunny
20/03/2024,40.8,68.1,19.6,Cloudy
24/06/2023,32.8,24.3,12.9,Cloudy
25/04/2024,28.2,56.7,23.2,Cloudy
09/01/2024,26.2,50.1,21.6,Rainy
22/08/2023,35.1,32.3,11.6,Sunny
14/05/2024,39.9,27.4,8.2,Cloudy
06/11/2023,32.5,34.7,9.5,Rainy
03/04/2024,40.4,53.9,25.7,Rainy
12/10/2023,27.0,72.0,8.5,Sunny
29/02/2024,33.4,42.1,12.9,Sunny
01/12/2023,38.2,50.2,29.8,Sunny
30/04/2024,42.6,61.4,23.2,Sunny
27/12/2023,43.3,51.1,20.5,Cloudy
07/11/2023,27.7,72.4,14.3,Sunny
19/11/2023,29.2,23.5,7.7,Rainy
28/06/2023,34.7,53.3,9.7,Sunny
01/09/2023,40.5,21.4,6.9,Rainy
25/02/2024,30.1,84.5,26.4,Sunny
31/10/2023,40.6,69.1,20.8,Rainy
19/12/2023,43.5,48.0,19.2,Sunny
16/09/2023,38.6,73.9,12.2,Sunny
22/04/2024,44.5,36.3,27.0,Rainy
02/10/2023,26.2,20.8,0.6,Sunny
30/08/2023,27.8,65.9,8.4,Cloudy
13/09/2023,37.7,30.1,24.7,Cloudy
17/05/2024,27.9,50.0,27.9,Cloudy
15/02/2024,43.7,42.4,0.1,Cloudy
02/11/2023,32.7,61.7,2.6,Rainy
12/03/2024,29.5,59.1,16.8,Sunny
01/07/2023,37.8,55.3,27.2,Sunny
17/09/2023,29.8,66.9,21.5,Cloudy
22/12/2023,41.6,20.8,4.2,Sunny
19/03/2024,28.9,28.2,22.6,Cloudy
28/08/2023,35.3,79.0,20.0,Rainy
29/04/2024,31.1,21.7,5.0,Sunny
22/12/2023,33.4,46.8,7.6,Cloudy
10/06/2023,30.2,84.7,12.7,Rainy
23/04/2024,42.5,75.1,16.7,Rainy
06/06/2024,33.6,31.0,21.8,Sunny
07/11/2023,35.9,63.0,8.6,Rainy
14/04/2024,37.5,43.6,2.9,Sunny
30/03/2024,25.3,53.7,3.1,Rainy
06/12/2023,38.5,65.0,17.5,Rainy
18/10/2023,35.6,66.0,23.5,Sunny
28/07/2023,30.0,41.9,4.4,Rainy
24/03/2024,42.5,42.2,17.8,Rainy
08/10/2023,41.9,63.6,6.7,Cloudy
30/12/2023,28.5,48.3,6.9,Cloudy
10/03/2024,30.7,36.8,4.8,Rainy
07/10/2023,30.6,56.6,8.3,Sunny
21/06/2023,36.6,88.6,0.9,Rainy
26/09/2023,32.5,36.5,4.1,Sunny
01/06/2024,28.9,51.8,9.2,Cloudy
15/12/2023,38.2,21.7,8.2,Cloudy
29/09/2023,33.1,55.4,11.0,Cloudy
27/05/2024,33.9,31.5,29.9,Sunny
18/04/2024,35.1,47.4,25.3,Sunny
14/12/2023,27.1,86.9,20.4,Cloudy
11/02/2024,31.2,81.1,15.9,Rainy
01/03/2024,41.5,64.9,22.3,Rainy
06/08/2023,25.9,41.9,4.2,Sunny
19/04/2024,27.2,30.3,4.3,Rainy
25/06/2023,32.1,54.1,0.9,Rainy
12/09/2023,41.8,73.8,28.9,Rainy
16/08/2023,35.1,76.1,24.5,Rainy
14/08/2023,25.5,22.8,13.8,Rainy
05/06/2024,37.3,65.7,10.6,Sunny
19/11/2023,43.3,64.9,15.0,Sunny
12/08/2023,28.9,84.7,26.2,Rainy
31/03/2024,31.0,40.0,5.9,Sunny
06/03/2024,39.7,23.5,2.3,Sunny
02/04/2024,36.9,73.2,3.1,Sunny
23/09/2023,37.7,21.7,22.5,Sunny
30/11/2023,32.5,87.6,5.6,Rainy
04/09/2023,36.9,32.4,20.6,Sunny
16/05/2024,43.6,23.0,19.7,Rainy
24/01/2024,40.2,59.3,13.5,Rainy
22/01/2024,37.6,71.5,3.6,Cloudy
26/05/2024,30.6,76.2,21.9,Rainy
04/10/2023,34.8,56.3,9.8,Sunny
18/08/2023,25.6,55.1,20.0,Sunny
13/02/2024,39.0,55.9,12.9,Sunny
12/06/2023,40.0,85.8,24.5,Sunny
31/01/2024,45.0,68.7,27.7,Sunny
10/06/2023,33.0,80.0,18.7,Sunny
01/03/2024,42.2,40.8,8.9,Sunny
07/10/2023,26.9,28.1,6.4,Rainy
27/10/2023,39.1,25.5,5.5,Rainy
30/01/2024,42.1,82.5,24.9,Cloudy
12/01/2024,28.8,66.4,22.4,Cloudy
21/12/2023,32.6,38.2,9.4,Rainy
30/06/2023,30.7,58.6,5.5,Sunny
08/12/2023,32.1,52.9,16.6,Sunny
24/09/2023,35.1,62.9,23.8,Cloudy
11/02/2024,31.0,53.8,12.1,Sunny
05/11/2023,39.4,27.0,2.4,Sunny
23/03/2024,26.2,57.8,19.6,Rainy
16/01/2024,34.6,61.2,19.3,Rainy
08/05/2024,44.8,48.3,16.4,Rainy
29/03/2024,35.6,77.3,6.4,Rainy
16/08/2023,42.4,74.6,6.8,Rainy
06/01/2024,25.9,26.1,7.2,Cloudy
20/09/2023,27.6,31.8,26.1,Rainy
30/08/2023,25.5,21.8,4.3,Rainy
26/02/2024,25.4,44.6,16.1,Rainy
26/11/2023,36.6,47.3,9.7,Sunny
01/05/2024,38.0,69.5,5.2,Sunny
26/02/2024,37.4,56.2,2.4,Rainy
26/06/2023,32.5,40.5,19.2,Sunny
12/11/2023,38.2,81.0,7.0,Rainy
28/03/2024,38.3,72.2,17.5,Sunny
17/11/2023,44.8,64.0,17.3,Rainy
05/11/2023,32.4,44.6,4.0,Sunny
13/11/2023,38.8,54.2,26.9,Sunny
04/06/2024,40.0,45.9,28.9,Rainy
12/05/2024,31.7,34.2,17.5,Rainy
12/03/2024,35.0,58.9,22.2,Sunny
16/04/2024,43.5,64.5,13.0,Rainy
17/04/2024,38.9,62.8,23.3,Sunny
27/08/2023,26.2,51.1,26.4,Cloudy
29/09/2023,36.5,61.6,9.0,Sunny
22/11/2023,34.1,55.2,5.7,Sunny
09/06/2024,31.4,69.5,0.5,Sunny
18/12/2023,43.8,31.4,23.9,Sunny
23/12/2023,43.0,89.7,10.6,Rainy
28/09/2023,37.8,64.0,6.1,Rainy
21/06/2023,35.2,66.1,20.1,Rainy
13/09/2023,41.2,24.6,18.1,Cloudy
10/12/2023,40.8,66.3,5.0,Rainy
09/08/2023,32.2,88.3,29.9,Sunny
01/01/2024,37.1,78.6,12.0,Rainy
10/07/2023,32.0,38.3,21.0,Sunny
13/10/2023,40.1,65.0,19.9,Cloudy
21/08/2023,42.2,39.6,0.3,Sunny
24/01/2024,35.5,84.2,22.3,Rainy
23/06/2023,26.1,44.1,10.6,Cloudy
31/12/2023,42.8,31.5,29.1,Sunny
06/07/2023,37.7,84.4,1.9,Sunny
15/11/2023,28.0,69.7,4.1,Rainy
28/12/2023,39.0,34.1,4.2,Cloudy
10/11/2023,39.4,60.3,16.5,Cloudy
30/01/2024,28.8,45.7,15.8,Rainy
08/06/2024,41.6,55.4,0.4,Rainy
22/05/2024,32.6,49.1,4.6,Rainy
03/01/2024,40.7,83.1,4.2,Rainy
05/05/2024,41.0,80.1,10.5,Cloudy
15/11/2023,31.5,26.5,19.7,Cloudy
11/07/2023,35.5,45.8,2.5,Sunny
20/03/2024,38.2,82.7,24.0,Rainy
23/08/2023,33.7,83.4,26.2,Rainy
11/11/2023,41.8,43.9,5.3,Sunny
28/01/2024,35.6,72.4,2.1,Rainy
14/08/2023,30.5,65.6,26.9,Rainy
28/05/2024,43.8,39.6,11.1,Sunny
27/08/2023,40.8,23.4,19.5,Cloudy
01/08/2023,35.1,38.5,12.8,Cloudy
14/03/2024,35.9,21.9,20.6,Sunny
22/01/2024,38.3,68.2,9.5,Rainy
05/12/2023,40.9,40.6,22.1,Sunny
06/04/2024,38.6,62.9,10.7,Rainy
24/11/2023,35.9,29.3,12.4,Rainy
20/01/2024,44.3,58.4,19.7,Sunny
19/07/2023,44.4,27.0,7.1,Sunny
21/01/2024,30.2,39.1,22.3,Cloudy
27/05/2024,43.4,27.3,8.4,Cloudy
29/07/2023,28.6,65.4,12.6,Rainy
08/03/2024,37.8,76.4,0.1,Rainy
06/04/2024,26.7,81.7,14.5,Cloudy
03/12/2023,33.5,60.8,0.9,Cloudy
10/04/2024,37.9,24.1,9.9,Sunny
28/06/2023,33.2,34.2,20.1,Cloudy
20/10/2023,36.5,72.9,11.7,Rainy
05/06/2024,42.6,49.8,24.8,Rainy
22/08/2023,28.7,34.3,1.7,Cloudy
26/04/2024,34.9,85.7,10.0,Rainy
27/06/2023,40.0,45.3,21.3,Sunny
03/10/2023,42.7,86.8,5.9,Rainy
01/08/2023,34.7,69.3,10.5,Sunny
14/09/2023,44.8,80.4,1.9,Cloudy
16/02/2024,28.2,63.3,11.3,Rainy
08/06/2024,37.7,89.5,9.0,Rainy
16/08/2023,38.7,74.5,23.7,Sunny
21/02/2024,34.9,82.7,1.2,Rainy
28/12/2023,28.1,46.0,14.4,Cloudy
30/03/2024,34.9,64.1,17.0,Cloudy
12/01/2024,39.0,69.0,0.4,Rainy
21/09/2023,32.0,65.4,29.9,Cloudy
12/04/2024,30.9,31.5,4.7,Rainy
04/04/2024,37.3,62.7,15.0,Rainy
24/08/2023,27.4,53.3,9.6,Sunny
05/11/2023,32.8,80.0,24.9,Sunny
15/12/2023,33.1,67.8,6.1,Rainy
18/08/2023,37.9,77.7,19.4,Cloudy
14/11/2023,35.5,28.9,2.3,Cloudy
08/05/2024,32.2,54.6,17.4,Sunny
21/04/2024,26.6,69.5,15.2,Rainy
22/08/2023,39.5,39.1,13.5,Sunny
04/09/2023,29.4,26.1,22.0,Sunny
23/11/2023,40.6,80.2,13.5,Rainy
06/09/2023,40.6,49.3,6.6,Sunny
29/05/2024,36.6,38.0,17.5,Sunny
08/08/2023,41.6,60.5,0.1,Sunny
19/06/2023,40.2,69.1,25.3,Rainy
22/04/2024,42.3,84.3,2.0,Rainy
04/06/2024,34.2,44.7,15.7,Rainy
30/03/2024,29.1,20.9,22.1,Cloudy
12/09/2023,44.7,39.8,9.8,Sunny
04/12/2023,44.6,38.2,23.3,Sunny
12/11/2023,25.6,36.3,21.1,Sunny
18/01/2024,42.4,76.3,15.1,Cloudy
07/03/2024,33.2,81.1,13.7,Cloudy
24/01/2024,26.1,28.8,24.6,Sunny
10/07/2023,36.3,75.9,11.0,Rainy
24/04/2024,28.3,49.2,27.8,Sunny
26/07/2023,40.9,69.1,17.7,Cloudy
18/06/2023,28.2,38.2,15.2,Sunny
24/09/2023,26.8,48.7,8.3,Sunny
30/12/2023,29.4,78.9,16.2,Rainy
15/03/2024,25.2,24.1,9.6,Cloudy
14/05/2024,37.0,73.7,13.4,Cloudy
31/08/2023,39.6,31.5,5.5,Rainy
22/07/2023,32.1,25.8,27.5,Sunny
23/08/2023,42.7,34.2,11.4,Sunny
08/05/2024,27.4,78.3,25.6,Cloudy
21/07/2023,33.3,37.8,1.0,Cloudy
01/07/2023,33.3,57.1,22.6,Rainy
29/01/2024,35.6,38.2,16.4,Rainy
02/10/2023,30.6,41.6,26.0,Sunny
13/08/2023,33.6,24.2,10.6,Rainy
14/07/2023,27.0,30.2,6.9,Cloudy
05/03/2024,34.2,79.9,19.5,Sunny
02/04/2024,34.4,57.5,4.2,Sunny
17/04/2024,31.5,33.2,4.1,Cloudy
31/05/2024,27.1,75.8,28.9,Rainy
14/10/2023,29.3,45.2,22.1,Sunny
11/11/2023,26.1,37.8,10.6,Cloudy
16/11/2023,35.4,79.0,1.4,Rainy
21/09/2023,38.6,41.5,14.2,Sunny
25/11/2023,33.5,72.5,26.2,Cloudy
10/02/2024,33.2,20.5,6.4,Sunny
11/09/2023,43.3,80.8,26.2,Sunny
07/01/2024,25.1,44.4,1.3,Rainy
11/11/2023,29.1,86.1,12.9,Rainy
02/07/2023,40.8,84.8,12.8,Cloudy
15/12/2023,38.3,36.9,14.8,Sunny
10/07/2023,34.1,55.4,20.0,Sunny
17/11/2023,40.3,22.1,3.9,Cloudy
09/09/2023,38.1,44.3,27.5,Cloudy
07/09/2023,38.3,82.7,22.6,Cloudy
18/05/2024,42.1,36.9,6.6,Sunny
29/02/2024,26.6,28.8,14.2,Rainy
17/10/2023,26.9,75.8,15.3,Sunny
19/10/2023,35.8,79.7,1.6,Rainy
09/09/2023,37.0,71.7,15.1,Rainy
26/02/2024,36.8,79.9,13.1,Sunny
08/10/2023,31.8,75.3,3.3,Sunny
08/12/2023,38.7,58.1,19.6,Sunny
27/04/2024,38.0,58.6,23.9,Sunny
09/06/2024,36.4,31.8,16.0,Rainy
21/10/2023,29.6,53.8,7.8,Rainy
25/10/2023,32.7,36.0,2.1,Rainy
02/03/2024,32.6,83.0,12.7,Sunny
23/11/2023,35.4,39.9,10.2,Sunny
06/08/2023,28.3,67.9,21.3,Cloudy
28/07/2023,43.2,21.9,14.4,Sunny
28/12/2023,39.8,68.3,25.8,Cloudy
27/04/2024,32.5,78.0,25.9,Rainy
05/03/2024,26.6,66.4,0.7,Sunny
26/04/2024,27.0,37.6,11.7,Rainy
09/03/2024,25.7,37.5,15.6,Sunny
22/04/2024,30.0,22.2,17.6,Sunny
18/09/2023,36.5,66.8,12.2,Rainy
12/07/2023,41.7,54.7,16.1,Sunny
07/01/2024,29.4,24.6,23.0,Cloudy
29/09/2023,45.0,29.1,23.5,Cloudy
19/09/2023,41.8,67.6,9.4,Sunny
20/05/2024,40.6,28.0,13.5,Rainy
03/04/2024,35.4,20.8,9.7,Rainy
03/04/2024,40.2,65.9,13.5,Rainy
08/07/2023,32.9,23.4,5.4,Rainy
21/09/2023,29.3,39.8,28.9,Cloudy
29/05/2024,40.4,39.0,16.3,Rainy
03/10/2023,30.6,44.6,11.1,Sunny
02/09/2023,41.4,48.8,23.7,Sunny
08/07/2023,31.2,80.5,25.7,Rainy
22/02/2024,34.0,76.0,25.4,Rainy
23/08/2023,42.6,54.4,15.8,Sunny
21/10/2023,39.6,86.0,14.6,Rainy
02/07/2023,43.6,52.2,16.5,Sunny
02/02/2024,29.3,74.1,12.4,Rainy
14/01/2024,37.0,26.7,6.0,Sunny
14/02/2024,37.0,33.1,28.6,Sunny
18/07/2023,36.6,44.7,23.2,Rainy
20/11/2023,28.6,59.0,7.5,Rainy
09/03/2024,43.6,71.6,8.4,Rainy
28/03/2024,39.1,54.9,26.1,Sunny
05/03/2024,27.6,26.1,6.5,Cloudy
14/11/2023,43.1,37.5,18.4,Rainy
30/12/2023,40.5,31.2,21.8,Sunny
02/11/2023,43.2,40.5,23.5,Sunny
21/02/2024,37.1,71.6,3.5,Rainy
18/08/2023,28.2,21.5,24.0,Rainy
27/03/2024,25.5,73.3,21.7,Rainy
17/05/2024,32.9,77.6,16.8,Rainy
29/10/2023,31.0,60.0,16.0,Rainy
11/11/2023,37.5,50.8,0.4,Sunny
06/09/2023,34.6,58.4,25.9,Sunny
12/04/2024,42.3,64.5,15.6,Cloudy
03/02/2024,27.6,28.9,9.7,Sunny
28/10/2023,41.5,34.8,4.6,Sunny
05/10/2023,29.9,44.9,2.8,Rainy
13/05/2024,32.9,26.2,17.8,Rainy
29/04/2024,42.2,85.4,20.2,Sunny
21/03/2024,32.6,81.6,13.7,Rainy
21/07/2023,27.1,44.9,19.7,Sunny
21/06/2023,35.2,31.9,20.8,Sunny
28/04/2024,44.5,78.5,15.7,Cloudy
14/12/2023,26.6,24.7,22.5,Cloudy
05/10/2023,33.6,42.5,25.6,Rainy
04/03/2024,32.4,27.3,10.4,Cloudy
21/01/2024,29.3,63.8,23.9,Sunny
26/11/2023,25.6,52.7,11.5,Sunny
13/05/2024,33.3,53.6,10.0,Rainy
26/08/2023,34.5,68.3,23.1,Sunny
21/12/2023,33.4,63.3,7.8,Sunny
23/11/2023,34.5,82.4,5.0,Sunny
03/06/2024,32.7,58.3,5.1,Sunny
09/06/2024,30.0,36.1,17.9,Sunny
04/08/2023,28.4,40.8,23.6,Rainy
07/07/2023,28.5,89.0,9.3,Cloudy
27/07/2023,36.5,74.7,10.2,Sunny
11/04/2024,29.6,20.3,0.8,Rainy
09/09/2023,26.3,42.4,17.1,Sunny
25/06/2023,26.4,42.0,11.0,Cloudy
31/10/2023,39.3,53.1,24.6,Sunny
06/08/2023,35.0,37.1,14.7,Rainy
19/04/2024,38.9,58.2,14.5,Sunny
16/10/2023,36.6,31.5,12.3,Sunny
06/01/2024,32.4,72.5,29.2,Rainy
17/12/2023,29.3,33.3,24.6,Cloudy
26/01/2024,34.8,54.9,0.7,Rainy
17/04/2024,30.1,71.5,29.8,Sunny
09/04/2024,27.9,47.8,1.7,Cloudy
19/09/2023,36.4,77.9,11.1,Rainy
28/09/2023,30.0,57.1,13.7,Cloudy
02/01/2024,40.4,54.2,15.8,Sunny
09/05/2024,41.8,62.2,27.0,Sunny
01/06/2024,32.9,83.2,13.1,Rainy
14/11/2023,38.7,22.9,13.5,Cloudy
17/10/2023,31.5,74.0,23.4,Cloudy
04/07/2023,34.4,79.0,23.9,Rainy
03/01/2024,43.1,81.9,7.4,Rainy
18/01/2024,38.0,58.1,18.7,Rainy
23/12/2023,28.0,60.4,16.8,Sunny
16/03/2024,34.4,85.0,16.9,Rainy
08/06/2024,26.9,27.1,1.2,Sunny
12/05/2024,36.9,56.9,9.9,Sunny
29/02/2024,41.5,87.2,19.5,Sunny
27/08/2023,29.5,80.7,13.9,Rainy
21/04/2024,32.1,80.1,13.2,Rainy
02/08/2023,42.0,45.9,14.3,Cloudy
30/12/2023,42.8,84.3,19.5,Sunny
01/08/2023,40.3,31.5,28.0,Rainy
30/06/2023,27.2,77.2,11.7,Rainy
20/07/2023,26.1,39.1,11.2,Rainy
26/05/2024,34.0,77.3,9.7,Cloudy
06/06/2024,26.0,59.2,2.6,Cloudy
22/02/2024,37.8,42.8,23.9,Rainy
26/02/2024,28.1,34.2,4.9,Rainy
22/08/2023,39.6,80.7,16.2,Sunny
30/07/2023,27.9,37.9,5.0,Sunny
09/01/2024,43.8,39.9,16.2,Sunny
30/06/2023,29.0,51.0,8.1,Sunny
23/06/2023,33.1,71.2,9.1,Cloudy
18/12/2023,38.6,28.2,14.6,Sunny
12/02/2024,30.1,59.8,5.0,Cloudy
08/12/2023,39.6,85.8,8.9,Cloudy
24/04/2024,28.9,54.2,6.3,Sunny
02/05/2024,43.7,83.9,27.9,Cloudy
14/11/2023,29.3,49.1,3.4,Sunny
29/11/2023,41.4,85.0,24.1,Rainy
01/06/2024,30.2,71.0,29.8,Rainy
09/11/2023,38.9,28.2,3.8,Sunny
03/03/2024,44.7,63.6,0.6,Rainy
